"00:1D:6E:D9:59:E0";"-63";"1309204629";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-52";"1309204630";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204631";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204632";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204633";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204637";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-55";"1309204637";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204637";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-57";"1309204638";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-53";"1309204638";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204640";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204640";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-55";"1309204640";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-57";"1309204640";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204641";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204644";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-57";"1309204644";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-57";"1309204644";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-67";"1309204644";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204644";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204645";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-69";"1309204645";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204646";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-55";"1309204646";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204646";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204646";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204647";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204648";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204648";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204648";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204648";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204649";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-55";"1309204652";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204652";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204652";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-55";"1309204652";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204653";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204653";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-54";"1309204654";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204657";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204657";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204658";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-56";"1309204658";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204659";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204659";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204659";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204660";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204660";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204661";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204661";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204661";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204661";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-71";"1309204662";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204662";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-71";"1309204662";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204665";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204665";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204666";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204667";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204668";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204668";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204668";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204669";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204669";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-67";"1309204672";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204673";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204673";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204674";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-64";"1309204674";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-72";"1309204677";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204677";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204678";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204678";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204679";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-65";"1309204681";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204681";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204682";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204682";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204682";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-69";"1309204685";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204686";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-67";"1309204686";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-65";"1309204686";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204686";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-65";"1309204687";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204690";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204690";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204691";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-71";"1309204692";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204693";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204694";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-62";"1309204694";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-70";"1309204694";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-81";"1309204695";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204698";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204698";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-66";"1309204698";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204699";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-77";"1309204699";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-70";"1309204700";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-69";"1309204700";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-71";"1309204703";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204703";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204703";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-67";"1309204704";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204704";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-71";"1309204706";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204706";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204707";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-57";"1309204707";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204707";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-59";"1309204707";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-65";"1309204708";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204710";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-57";"1309204711";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-63";"1309204711";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204711";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-68";"1309204711";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-61";"1309204712";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204712";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204713";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-60";"1309204713";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-58";"1309204714";"00:1e:8c:8d:ad:b6"
"00:1D:6E:D9:59:E0";"-74";"1309204714";"00:1e:8c:8d:ad:b6"
