"1309204629","-63"
"1309204630","-52"
"1309204631","-58"
"1309204632","-62"
"1309204633","-56"
"1309204633","-54"
"1309204633","-64"
"1309204633","-56"
"1309204633","-63"
"1309204633","-59"
"1309204633","-58"
"1309204637","-60"
"1309204637","-55"
"1309204637","-63"
"1309204638","-57"
"1309204638","-53"
"1309204640","-54"
"1309204640","-58"
"1309204640","-55"
"1309204640","-57"
"1309204641","-62"
"1309204644","-59"
"1309204644","-57"
"1309204644","-57"
"1309204644","-67"
"1309204644","-66"
"1309204645","-54"
"1309204645","-69"
"1309204646","-54"
"1309204646","-55"
"1309204646","-68"
"1309204646","-56"
"1309204647","-54"
"1309204648","-64"
"1309204648","-54"
"1309204648","-56"
"1309204648","-59"
"1309204649","-56"
"1309204652","-55"
"1309204652","-62"
"1309204652","-61"
"1309204652","-55"
"1309204653","-56"
"1309204653","-58"
"1309204654","-54"
"1309204657","-68"
"1309204657","-68"
"1309204658","-68"
"1309204658","-56"
"1309204659","-60"
"1309204659","-63"
"1309204659","-64"
"1309204660","-66"
"1309204660","-63"
"1309204661","-59"
"1309204661","-60"
"1309204661","-63"
"1309204661","-61"
"1309204662","-71"
"1309204662","-62"
"1309204662","-71"
"1309204665","-64"
"1309204665","-63"
"1309204666","-61"
"1309204667","-64"
"1309204668","-63"
"1309204668","-62"
"1309204668","-63"
"1309204669","-66"
"1309204669","-64"
"1309204672","-67"
"1309204673","-64"
"1309204673","-66"
"1309204674","-68"
"1309204674","-64"
"1309204677","-72"
"1309204677","-61"
"1309204678","-62"
"1309204678","-62"
"1309204679","-60"
"1309204681","-65"
"1309204681","-59"
"1309204682","-59"
"1309204682","-62"
"1309204682","-60"
"1309204685","-69"
"1309204686","-61"
"1309204686","-67"
"1309204686","-65"
"1309204686","-61"
"1309204687","-65"
"1309204690","-68"
"1309204690","-66"
"1309204691","-62"
"1309204692","-71"
"1309204693","-62"
"1309204694","-66"
"1309204694","-62"
"1309204694","-70"
"1309204695","-81"
"1309204698","-63"
"1309204698","-63"
"1309204698","-66"
"1309204699","-60"
"1309204699","-77"
"1309204700","-70"
"1309204700","-69"
"1309204703","-71"
"1309204703","-60"
"1309204703","-59"
"1309204704","-67"
"1309204704","-58"
"1309204706","-71"
"1309204706","-60"
"1309204707","-63"
"1309204707","-57"
"1309204707","-63"
"1309204707","-59"
"1309204708","-65"
"1309204710","-58"
"1309204711","-57"
"1309204711","-63"
"1309204711","-58"
"1309204711","-68"
"1309204712","-61"
"1309204712","-60"
"1309204713","-60"
"1309204713","-60"
"1309204714","-58"
"1309204714","-74"
"1309204714","-59"
"1309204714","-70"
"1309204715","-59"
"1309204715","-59"
"1309204715","-67"
"1309204718","-68"
"1309204719","-72"
"1309204719","-72"
"1309204719","-67"
"1309204720","-65"
"1309204720","-67"
"1309204720","-69"
"1309204720","-66"
"1309204721","-71"
"1309204721","-65"
"1309204721","-71"
"1309204721","-69"
"1309204722","-69"
"1309204722","-73"
"1309204723","-76"
"1309204723","-68"
"1309204726","-66"
"1309204726","-78"
"1309204727","-83"
"1309204727","-73"
"1309204727","-71"
"1309204728","-68"
"1309204731","-73"
"1309204734","-70"
"1309204734","-70"
"1309204734","-70"
"1309204735","-71"
"1309204735","-73"
"1309204739","-68"
"1309204739","-80"
"1309204739","-69"
"1309204739","-75"
"1309204739","-71"
"1309204740","-67"
"1309204740","-70"
"1309204740","-78"
"1309204741","-74"
"1309204741","-74"
"1309204742","-70"
"1309204742","-64"
"1309204742","-67"
"1309204743","-81"
"1309204743","-82"
"1309204743","-68"
"1309204743","-69"
"1309204746","-67"
"1309204746","-64"
"1309204747","-64"
"1309204747","-65"
"1309204747","-59"
"1309204747","-68"
"1309204748","-58"
"1309204749","-62"
"1309204749","-61"
"1309204749","-63"
"1309204749","-64"
"1309204750","-64"
"1309204750","-64"
"1309204750","-66"
"1309204750","-62"
"1309204751","-62"
"1309204751","-65"
"1309204751","-62"
"1309204754","-62"
"1309204754","-76"
"1309204754","-68"
"1309204755","-62"
"1309204758","-72"
"1309204758","-66"
"1309204758","-63"
"1309204762","-66"
"1309204762","-67"
"1309204763","-65"
"1309204763","-73"
"1309204763","-60"
"1309204764","-72"
"1309204767","-66"
"1309204768","-69"
"1309204768","-79"
"1309204768","-68"
"1309204768","-73"
"1309204770","-69"
"1309204770","-80"
"1309204771","-66"
"1309204771","-70"
"1309204772","-72"
"1309204776","-64"
"1309204776","-63"
"1309204777","-68"
"1309204780","-63"
"1309204780","-63"
"1309204780","-68"
"1309204781","-62"
"1309204781","-63"
"1309204782","-59"
"1309204782","-68"
"1309204785","-70"
"1309204787","-60"
"1309204789","-71"
"1309204792","-59"
"1309204793","-57"
"1309204794","-59"
"1309204794","-57"
"1309204794","-59"
"1309204795","-58"
"1309204798","-63"
"1309204798","-61"
"1309204798","-66"
"1309204798","-61"
"1309204799","-63"
"1309204799","-76"
"1309204799","-65"
"1309204803","-58"
"1309204806","-57"
"1309204806","-59"
"1309204807","-69"
"1309204807","-60"
